today's date,days since beginning,inflection point date,inflection point days since beginning,end date,end days since beginning,total cases,data
03-07-2020,45,03-13-2020,51,05-03-2020,102,115667,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111
03-08-2020,46,03-13-2020,51,05-03-2020,102,118094,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077
03-09-2020,47,03-11-2020,49,04-30-2020,99,97384,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998
03-10-2020,48,03-10-2020,48,04-28-2020,97,79569,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730
03-11-2020,49,03-10-2020,48,04-28-2020,97,82323,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733
03-12-2020,50,03-13-2020,51,05-03-2020,102,111421,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954
03-13-2020,51,03-11-2020,49,04-29-2020,98,90964,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420
03-14-2020,52,03-21-2020,59,05-19-2020,118,323097,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260
03-15-2020,53,04-08-2020,77,06-25-2020,155,5700759,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124
03-16-2020,54,04-03-2020,72,06-14-2020,144,2340163,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451
03-17-2020,55,03-30-2020,68,06-06-2020,136,1283255,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541
03-18-2020,56,03-27-2020,65,06-01-2020,131,870516,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044
03-19-2020,57,03-26-2020,64,05-30-2020,129,738641,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719
03-20-2020,58,04-01-2020,70,06-11-2020,141,1767772,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344
03-21-2020,59,04-14-2020,83,07-07-2020,167,12550673,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785
03-22-2020,60,05-08-2020,107,08-23-2020,214,509245619,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091
03-23-2020,61,04-06-2020,75,06-21-2020,151,3709108,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518
03-24-2020,62,04-04-2020,73,06-17-2020,147,2788681,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737
03-25-2020,63,04-01-2020,70,06-11-2020,141,1825216,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454
03-26-2020,64,04-01-2020,70,06-10-2020,140,1695506,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385932
03-27-2020,65,04-02-2020,71,06-13-2020,143,2035763,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809
03-28-2020,66,04-03-2020,72,06-14-2020,144,2252054,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394
03-29-2020,67,04-03-2020,72,06-14-2020,144,2261824,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707
03-30-2020,68,04-01-2020,70,06-11-2020,141,1909772,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995
03-31-2020,69,03-31-2020,69,06-09-2020,139,1683870,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167
04-01-2020,70,03-31-2020,69,06-09-2020,139,1650481,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208
04-02-2020,71,03-31-2020,69,06-09-2020,139,1659118,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244
04-03-2020,72,04-01-2020,70,06-10-2020,140,1706453,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244,930725
04-04-2020,73,04-01-2020,70,06-10-2020,140,1769666,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244,930725,1013406
04-05-2020,74,04-02-2020,71,06-12-2020,142,1911654,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244,930725,1013406,1114862
04-06-2020,75,04-02-2020,71,06-13-2020,143,1965188,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244,930725,1013406,1114862,1189513
04-07-2020,76,04-02-2020,71,06-13-2020,143,1976423,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161344,190785,223091,255518,296737,336454,385992,447809,511394,578707,637995,700167,775208,850244,930725,1013406,1114862,1189513,1262383
04-08-2020,77,04-02-2020,71,06-13-2020,143,2000329,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578707,638018,700197,775208,850244,930888,1013406,1114862,1189513,1262436,1343378
04-09-2020,78,04-02-2020,71,06-13-2020,143,2041944,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578707,638018,700197,775208,850244,930888,1013406,1114862,1189513,1262436,1343378,1428295
04-10-2020,79,04-03-2020,72,06-14-2020,144,2092012,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467
04-11-2020,80,04-03-2020,72,06-15-2020,145,2168932,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467,1608778
04-12-2020,81,04-04-2020,73,06-16-2020,146,2232845,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467,1608778,1688500
04-13-2020,82,04-04-2020,73,06-16-2020,146,2283689,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467,1608778,1688500,1763545
04-14-2020,83,04-04-2020,73,06-17-2020,147,2323542,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467,1608778,1688500,1763545,1834106
04-15-2020,84,04-04-2020,73,06-17-2020,147,2346882,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296737,336454,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1114865,1189513,1262436,1343378,1428295,1512467,1608778,1688500,1763545,1834106,1892885
04-17-2020,86,-,-,06-23-2020,153,4190199,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1312476,1397393,1481052,1574585,1652636,1751587,1821625,1892885,1972698,2069243
04-18-2020,87,-,-,06-24-2020,154,4238769,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1312476,1397393,1481052,1574585,1652636,1751587,1821625,1892885,1972698,2069243,2156430
04-19-2020,88,-,-,06-24-2020,154,4264366,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1313758,1397393,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069243,2156430,2233971
04-20-2020,89,-,-,06-25-2020,155,4302218,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1313758,1397393,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317573
04-21-2020,90,-,-,06-25-2020,155,4313682,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1313758,1397393,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317573,2388441
04-22-2020,91,-,-,06-25-2020,155,4355365,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1313758,1397393,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317573,2388441,2477190
04-23-2020,92,-,-,06-25-2020,155,4340107,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850114,930894,1013187,1093314,1166882,1238466,1313374,1396995,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317296,2388441,2465440,2539545
04-24-2020,93,-,-,06-26-2020,156,4376251,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850114,930894,1013187,1093314,1166882,1238466,1313374,1396995,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317296,2388441,2465269,2540221,2625000
04-25-2020,94,-,-,06-27-2020,157,4453716,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850114,930894,1013187,1093314,1166882,1238466,1313374,1396995,1482395,1574585,1652636,1751587,1821625,1891889,1971701,2068018,2155384,2232929,2316273,2387430,2464238,2539181,2623844,2726078
